organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,nursing degree received,gpa,employment status,previous health care work experience,leave,type of leave,termination,termination date,tenure,termination reason,id,education_clean,gpa_numeric
Emory University Hospital,2018-02-23,0423512,16291,2018-02-23,Medical Icu Inpatient Unit,24.0,Male,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,23169,Georgia Gwinnett College,3.25
Emory University Hospital,2018-02-23,2320084,16292,,Transplant Unit,40.0,Female,Bsn,3.5 And Above,,,No,,Yes,2020-03-15,,Obtained Position Representing A Different Job Experience,23170,Georgia Gwinnett College,3.75
Emory University Hospital,2016-10-13,107892,16293,,Medical/Surgical Inpatient Unit,22.0,Male,Bsn,3.0 - 3.49,,,No,,No,,,,23171,Georgia Gwinnett College,3.25
Emory University Hospital,2016-10-10,039957600,16294,,Other (Please Specify),32.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,23172,Georgia Gwinnett College,3.25
Emory University Hospital Midtown,2024-10-25,0474355,16309,2024-10-14,Obstetrics/Labor & Delivery Inpatient Unit,25.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23187,Georgia Highlands College,3.25
Emory University Hospital,2011-03-21,1956,16310,,General Medical Inpatient Unit,56.0,Male,Adn/Asn,3.0 - 3.49,,,No,,No,,,,23188,Georgia Highlands College,3.25
Emory Saint Joseph’S Hospital,2016-03-07,098593,16512,,Medical/Surgical Inpatient Unit,31.0,Male,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,2017-10-30,,Other/Unknown,23390,Georgia State University,3.25
Emory Saint Joseph’S Hospital,2016-03-07,475531,16513,,Other (Please Specify),26.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23391,Georgia State University,3.75
Emory Saint Joseph’S Hospital,2016-03-07,825884,16514,,General Medical Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23392,Georgia State University,3.75
Emory Saint Joseph’S Hospital,2015-11-02,445231,16515,,Emergency Department,22.0,Female,Masters,3.5 And Above,,,No,,No,,,,23393,Georgia State University,3.75
Emory University Hospital,2012-09-10,1207,16516,,General Medical Inpatient Unit,34.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23394,Georgia State University,3.75
Emory University Hospital,2025-11-12,0481233,16521,2025-10-20,Cardiac/Heart/Vascular Critical Care,22.0,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23399,Georgia State University,3.75
Emory Decatur Hospital,2025-08-19,0479945,16528,2025-08-11,Medical/Surgical Inpatient Unit,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23406,Georgia State University,3.75
Emory Decatur Hospital,2020-03-24,0439664,16529,2020-01-27,Oncology Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,Yes,2020-04-16,0.2191780822,Visa Expired,23407,Georgia State University,3.75
Emory University Hospital,2020-03-30,0424262,16536,2020-02-13,Orthopedic Inpatient Unit,24.0,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,Yes,2021-01-16,0.9260273973,Obtained Position Representing A Different Job Experience,23414,Georgia State University,2.75
Emory Decatur Hospital,2025-04-01,0476507,16537,2025-03-17,Medical/Surgical Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23415,Georgia State University,3.75
Emory Long Term Acute Care,2025-04-01,0476563,16538,2025-03-17,Other (Please Specify),43.0,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,23416,Georgia State University,2.75
Emory Long Term Acute Care,2025-04-01,0476587,16539,2025-03-17,Other (Please Specify),22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23417,Georgia State University,3.75
Emory Saint Joseph’S Hospital,2025-02-17,RN0029,16545,2025-03-24,Medical/Surgical Inpatient Unit,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23423,Georgia State University,3.75
Emory University Hospital,2024-11-13,0474498,16546,2024-10-21,Medical Icu Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,23424,Georgia State University,3.25
Emory Decatur Hospital,2024-11-12,0474843,16547,2024-11-11,Medical/Surgical Intermediate Unit,24.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,23425,Georgia State University,3.25
Emory University Hospital Midtown,2024-10-25,0416817,16549,2024-10-14,Emergency Department,32.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23427,Georgia State University,3.25
The Emory Clinic,2024-10-02,0413108,16550,2024-09-01,Ambulatory Setting,35.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,23428,Georgia State University,3.25
Emory University Hospital Midtown,2025-02-17,2626365,16551,2025-02-24,Perioperative Or,26.0,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,2025-08-16,0.4739726027,Unhappy With Job/Facility,23429,Georgia State University,3.75
Emory University Hospital Midtown,2019-02-28,0427835,16552,2019-02-25,Perioperative Or,26.0,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,Yes,2020-01-03,0.8547945205,Did Not Return From Leave Of Absence,23430,Georgia State University,2.75
Emory Decatur Hospital,2024-08-20,0472583,16553,2024-08-12,General Medical Inpatient Unit,21.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23431,Georgia State University,3.75
Emory University Hospital,2019-02-26,0433229,16554,2019-03-04,Oncology Inpatient Unit,25.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2019-07-12,0.3561643836,Obtained Position Representing A Different Job Experience,23432,Georgia State University,3.75
Emory Long Term Acute Care,2024-08-20,0473364,16555,2024-08-26,Other (Please Specify),35.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23433,Georgia State University,3.25
Emory University Hospital Midtown,2024-08-09,0408669,16556,2024-08-05,General Medical Inpatient Unit,38.0,Male,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23434,Georgia State University,3.25
Emory University Hospital Midtown,2024-08-09,0430311,16557,2024-09-10,Orthopedic Inpatient Unit,35.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,23435,Georgia State University,3.25
Emory University Hospital Midtown,2024-08-09,0463685,16558,2024-08-06,Emergency Department,36.0,Male,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,23436,Georgia State University,3.75
Emory University Hospital Midtown,2024-08-09,0472120,16559,2024-07-22,Perioperative Or,23.0,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,23437,Georgia State University,3.75
Emory University Hospital Midtown,2024-08-09,0473603,16560,2024-09-16,Medical/Surgical Inpatient Unit,22.0,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23438,Georgia State University,3.75
Emory University Hospital,2024-08-05,0469739,16561,2024-04-01,General Medical Inpatient Unit,23.0,Male,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,23439,Georgia State University,2.75
Emory University Hospital,2024-08-05,0472723,16562,2024-07-29,Neurology Inpatient Unit,42.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23440,Georgia State University,3.75
Emory University Hospital,2024-08-05,0473349,16563,2024-08-19,Medical/Surgical Intermediate Unit,24.0,Female,Ba In Nursing,3.5 And Above,Full-Time,,No,,No,,,,23441,Georgia State University,3.75
Emory University Hospital,2024-04-24,0468749,16564,2024-03-04,Neurology/Neurosurgical Icu Inpatient Unit,22.0,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23442,Georgia State University,3.75
Emory University Hospital Midtown,2024-04-05,0463219,16565,2024-02-26,Emergency Department,29.0,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,23443,Georgia State University,2.75
Emory Decatur Hospital,2020-03-24,0424859,16566,2020-03-16,Obstetrics/Labor & Delivery Inpatient Unit,44.0,Female,Adn/Asn,3.5 And Above,,,No,,Yes,2020-11-05,0.6410958904,Obtained Position Representing A Different Job Experience,23444,Georgia State University,3.75
Emory Decatur Hospital,2024-03-26,0468744,16567,2024-03-18,Medical/Surgical Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,2025-03-28,1.02739726,Relocating Out Of Area,23445,Georgia State University,3.75
Emory University Hospital,2024-03-11,0468859,16568,2024-03-04,Oncology Inpatient Unit,24.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23446,Georgia State University,3.75
Emory University Hospital Midtown,2024-02-22,0461864,16569,2023-06-05,Perioperative Or,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23447,Georgia State University,3.75
Emory Johns Creek Hospital,2024-02-22,1973414,16570,2024-02-04,Medical/Surgical Icu Inpatient Unit,29.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23448,Georgia State University,3.25
Emory Decatur Hospital,2023-03-28,0462100,16571,2023-03-27,Medical/Surgical Intermediate Unit,34.0,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,2024-03-22,0.9890410959,Staffing Or Workload,23449,Georgia State University,3.75
Emory University Hospital,2023-10-23,0467151,16572,2023-11-13,Oncology Inpatient Unit,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23450,Georgia State University,3.75
Emory University Hospital,2023-08-16,0464313,16573,2023-07-24,Emergency Department,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23451,Georgia State University,3.75
Emory Long Term Acute Care,2023-08-15,0464094,16574,2023-06-26,Other (Please Specify),39.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23452,Georgia State University,3.25
Emory Decatur Hospital,2023-08-15,0465015,16575,2023-08-07,Medical/Surgical Intermediate Unit,28.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23453,Georgia State University,3.75
Emory Decatur Hospital,2023-08-15,2474967,16576,2022-07-18,Telemetry Unit,29.0,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,Yes,2024-10-18,2.254794521,Obtained Position Representing A Different Job Experience,23454,Georgia State University,3.75
Emory University Hospital,2023-08-07,0464304,16577,2023-07-24,General Surgical Inpatient Unit,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23455,Georgia State University,3.75
Emory University Hospital,2023-08-07,0464607,16578,2023-07-24,Telemetry Unit,40.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23456,Georgia State University,3.25
Emory Saint Joseph’S Hospital,2023-07-21,0464230,16579,2023-07-17,Medical/Surgical Intermediate Unit,27.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23457,Georgia State University,3.25
Emory Johns Creek Hospital,2023-07-21,0464239,16580,2023-07-17,Medical/Surgical Inpatient Unit,45.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23458,Georgia State University,3.25
Emory Johns Creek Hospital,2023-07-21,0464444,16581,2023-08-14,Mother/Baby Unit,21.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23459,Georgia State University,3.25
Emory Johns Creek Hospital,2023-07-21,1078664,16582,2023-07-09,Medical/Surgical Inpatient Unit,52.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,23460,Georgia State University,3.25
Emory University Hospital,2023-04-26,0447323,16583,2023-03-06,Emergency Department,34.0,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,23461,Georgia State University,3.75
Emory University Hospital,2023-04-26,0456428,16584,2022-06-27,Medical Icu Inpatient Unit,24.0,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,23462,Georgia State University,3.75
Emory University Hospital,2023-04-26,0461568,16585,2023-03-13,Emergency Department,21.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23463,Georgia State University,3.75
Emory University Hospital,2023-04-26,0786507,16586,2023-03-06,Emergency Department,39.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23464,Georgia State University,3.25
Emory University Hospital,2023-04-26,1539920,16587,2023-03-06,Emergency Department,33.0,Male,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23465,Georgia State University,3.25
Emory University Hospital Midtown,2023-04-07,0461863,16588,2023-03-27,Medical Icu Inpatient Unit,24.0,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23466,Georgia State University,3.75
Emory Hillandale Hospital,2023-03-28,0461768,16589,2023-03-20,Emergency Department,35.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23467,Georgia State University,3.25
Emory Decatur Hospital,2023-03-28,0461778,16590,2023-03-20,Emergency Department,28.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2025-05-31,2.2,Travel Nurse,23468,Georgia State University,3.75
The Emory Clinic,2023-03-13,0415245,16591,2023-02-06,Oncology Inpatient Unit,33.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,23469,Georgia State University,3.25
Emory Decatur Hospital,2023-03-13,0461365,16592,2023-02-20,Oncology Inpatient Unit,46.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23470,Georgia State University,3.75
Emory Saint Joseph’S Hospital,2023-02-24,0396848,16593,2023-02-20,Medical/Surgical Inpatient Unit,40.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23471,Georgia State University,3.75
Emory Saint Joseph’S Hospital,2023-02-24,2375155,16594,2022-10-17,Medical/Surgical Intermediate Unit,23.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23472,Georgia State University,3.25
Emory University Hospital,2022-10-14,0447489,16595,2022-09-14,General Medical Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,23473,Georgia State University,3.25
Emory University Hospital,2022-10-14,0457875,16596,2022-09-19,Emergency Department,24.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,23474,Georgia State University,3.25
Emory University Hospital,2022-10-14,0458257,16597,2022-10-24,Cardiac/Heart/Vascular Critical Care,30.0,Male,Bsn,3.5 And Above,,,No,,No,,,,23475,Georgia State University,3.75
Emory University Hospital,2022-10-14,0458673,16598,2022-09-19,Cardiac/Heart/Vascular Critical Care,23.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23476,Georgia State University,3.75
Emory Decatur Hospital,2022-10-11,0451963,16599,2022-10-16,Obstetrics/Labor & Delivery Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23477,Georgia State University,3.75
Emory Decatur Hospital,2022-10-11,0459387,16600,2022-10-31,Orthopedic Inpatient Unit,44.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23478,Georgia State University,3.75
Emory Decatur Hospital,2022-10-11,1356661,16601,2022-10-24,Obstetrics/Labor & Delivery Inpatient Unit,32.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23479,Georgia State University,3.75
Emory University Hospital Midtown,2022-08-12,0446852,16602,2022-08-08,Cardiac/Heart/Vascular Critical Care,28.0,Female,Adn/Asn,3.5 And Above,,,No,,No,,,,23480,Georgia State University,3.75
Emory University Hospital Midtown,2022-08-12,2364832,16603,2022-08-08,Neonatal Icu Inpatient Unit,24.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23481,Georgia State University,3.75
Emory Long Term Acute Care,2022-08-02,0456416,16604,2022-07-25,Other (Please Specify),30.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23482,Georgia State University,3.25
Emory University Hospital,2024-08-05,0435905,16605,2024-07-29,Emergency Department,44.0,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,Yes,2024-10-06,0.1890410959,Family Obligations (Family/Friend Caregiving Responsibility),23483,Georgia State University,3.75
Emory University Hospital,2024-08-05,0472203,16606,2024-07-29,Medical/Surgical Intermediate Unit,20.0,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,2025-06-06,0.8547945205,Other/Unknown,23484,Georgia State University,3.75
Emory University Hospital,2022-04-27,0453110,16607,2022-03-21,Neurology/Neurosurgical Icu Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23485,Georgia State University,3.75
Emory University Hospital,2022-04-27,2027911,16608,2022-04-04,Cardiac/Heart/Vascular Critical Care,33.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23486,Georgia State University,3.25
Emory University Hospital Midtown,2023-03-13,0461602,16609,2023-03-06,Oncology Inpatient Unit,29.0,Male,Bsn,3.5 And Above,Full-Time,,No,,Yes,2023-07-20,0.3726027397,Unsatisfactory Performance,23487,Georgia State University,3.75
Emory Decatur Hospital,2023-08-15,2601937,16610,2023-08-07,Emergency Department,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,2023-12-23,0.3780821918,Family Obligations (Family/Friend Caregiving Responsibility),23488,Georgia State University,3.75
Emory Decatur Hospital,2022-03-22,0452959,16611,2022-03-14,Medical/Surgical Intermediate Unit,28.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23489,Georgia State University,3.75
Emory University Hospital,2024-08-21,1881690,16612,2024-08-05,Cardiac/Heart/Vascular Critical Care,31.0,Male,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,2025-05-06,0.7506849315,Unsatisfactory Performance,23490,Georgia State University,3.25
Emory Decatur Hospital,2023-08-15,0465014,16613,2023-08-21,Medical/Surgical Icu Inpatient Unit,25.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2023-10-10,0.1369863014,Family Obligations (Family/Friend Caregiving Responsibility),23491,Georgia State University,3.25
Emory University Hospital,2022-03-18,0955749,16614,2022-02-06,Oncology Inpatient Unit,39.0,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,23492,Georgia State University,3.75
The Emory Clinic,2022-02-21,0440111,16615,2022-01-09,Ambulatory Setting,36.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,23493,Georgia State University,3.25
Emory University Hospital Midtown,2022-08-12,0367106,16616,2022-08-08,Obstetrics/Labor & Delivery Inpatient Unit,45.0,Female,Adn/Asn,3.0 - 3.49,,,No,,Yes,2022-11-09,0.2547945205,Obtained Position Representing A Different Job Experience,23494,Georgia State University,3.25
Emory University Hospital,2022-02-21,2367555,16617,2022-02-21,Perioperative Or,24.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23495,Georgia State University,3.75
Emory University Hospital,2021-11-03,0450822,16618,2021-11-01,Neurology/Neurosurgical Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,Yes,2023-06-07,1.597260274,Other/Unknown,23496,Georgia State University,3.75
Emory University Hospital Midtown,2021-10-29,1531476,16619,2021-10-24,Neonatal Icu Inpatient Unit,30.0,Female,Bsn,3.5 And Above,,,No,,Yes,2025-04-02,3.44109589,Other/Unknown,23497,Georgia State University,3.75
Emory University Hospital,2021-09-27,0449898,16620,2021-09-20,Medical/Surgical Intermediate Unit,23.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23498,Georgia State University,3.75
Emory University Hospital,2021-09-27,0449938,16621,2021-09-20,Oncology Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23499,Georgia State University,3.75
Emory University Hospital,2021-09-27,0450367,16622,2021-09-20,Telemetry Unit,29.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23500,Georgia State University,3.75
Emory Decatur Hospital,2023-08-15,2524548,16623,2023-08-28,Medical/Surgical Inpatient Unit,20.0,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,Yes,2024-01-27,0.4164383562,Staffing Or Workload,23501,Georgia State University,3.75
Emory University Orthopaedics & Spine Hospital,2021-08-26,0448223,16624,2021-08-26,Perioperative Or,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,2023-08-25,1.997260274,Other/Unknown,23502,Georgia State University,3.75
Emory University Hospital,2021-08-18,2359826,16625,2021-07-19,Cardiac/Heart/Vascular Critical Care,21.0,Female,Bsn,3.5 And Above,,,No,,Yes,2024-07-07,2.969863014,Other/Unknown,23503,Georgia State University,3.75
Emory University Hospital Midtown,2021-08-13,0448225,16626,2021-08-09,Medical/Surgical Inpatient Unit,28.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23504,Georgia State University,3.75
Emory Decatur Hospital,2021-07-26,0448099,16627,2021-07-26,General Medical Inpatient Unit,38.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23505,Georgia State University,3.75
Emory University Hospital,2021-07-22,0399008,16628,2021-07-11,General Medical Inpatient Unit,35.0,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,Yes,2022-11-30,1.389041096,Other/Unknown,23506,Georgia State University,2.75
Emory University Hospital,2021-07-22,0401226,16629,2021-07-11,Orthopedic Inpatient Unit,33.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23507,Georgia State University,3.25
Emory University Hospital,2021-07-22,0418517,16630,2021-07-19,General Medical Inpatient Unit,28.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2023-03-25,1.682191781,Unhappy With Job/Facility,23508,Georgia State University,3.75
Emory University Hospital,2021-07-22,0430409,16631,2021-06-13,Medical/Surgical Intermediate Unit,27.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23509,Georgia State University,3.75
Emory University Hospital,2021-07-22,0448862,16632,2021-07-19,Transplant Unit,26.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23510,Georgia State University,3.75
Emory Johns Creek Hospital,2021-07-12,0447689,16633,2021-07-12,General Medical Inpatient Unit,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23511,Georgia State University,3.75
Emory University Hospital,2021-04-16,0396909,16634,2021-03-07,Medical Icu Inpatient Unit,32.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23512,Georgia State University,3.75
Emory University Hospital,2021-04-16,0445576,16635,2021-03-22,General Medical Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,Yes,2022-08-06,1.375342466,Staffing Or Workload,23513,Georgia State University,3.75
Emory University Hospital,2021-04-16,2359602,16636,2021-03-22,Orthopedic Inpatient Unit,20.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23514,Georgia State University,3.75
Emory Hillandale Hospital,2021-10-12,2227996,16637,2021-10-04,Medical Icu Inpatient Unit,30.0,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,2022-02-11,0.3561643836,Unsatisfactory Performance,23515,Georgia State University,3.25
Emory University Hospital Midtown,2021-04-01,0444614,16638,2021-03-21,Cardiac/Heart/Vascular Critical Care,35.0,Male,Bsn,3.5 And Above,,,No,,Yes,2023-06-01,2.197260274,Unsatisfactory Performance,23516,Georgia State University,3.75
Emory University Hospital Midtown,2021-04-01,0445621,16639,2021-03-29,Medical Icu Inpatient Unit,32.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23517,Georgia State University,3.75
Emory University Hospital Midtown,2021-04-01,0445761,16640,2021-03-29,Telemetry Unit,21.0,Female,Bsn,3.5 And Above,,,No,,Yes,2023-03-26,1.991780822,Relocating Out Of Area,23518,Georgia State University,3.75
Emory Decatur Hospital,2021-03-15,0445417,16641,2021-03-15,Mother/Baby Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23519,Georgia State University,3.75
Emory Hillandale Hospital,2021-03-15,0446231,16642,2021-03-29,Medical/Surgical Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,23520,Georgia State University,3.25
Emory Saint Joseph’S Hospital,2021-02-15,0445141,16643,2021-02-15,Medical/Surgical Intermediate Unit,21.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2024-12-23,3.854794521,Obtained Position Representing A Different Job Experience,23521,Georgia State University,3.75
Emory University Hospital,2020-11-06,0443486,16644,2020-09-28,Emergency Department,27.0,Other,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,23522,Georgia State University,3.75
Emory University Hospital Midtown,2020-10-30,0442759,16645,2020-10-18,Mother/Baby Unit,24.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23523,Georgia State University,3.75
Emory University Hospital,2018-10-15,0425614,16646,2018-10-15,Rehabilitation Inpatient Unit,24.0,Male,Bsn,3.5 And Above,,,No,,Yes,2019-08-20,0.8465753425,Other/Unknown,23524,Georgia State University,3.75
Emory Decatur Hospital,2020-10-13,0443151,16647,2020-10-05,Orthopedic Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23525,Georgia State University,3.75
Emory Decatur Hospital,2020-10-13,2045764,16648,2020-10-05,Medical/Surgical Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,Yes,2023-01-31,2.323287671,Family Obligations (Family/Friend Caregiving Responsibility),23526,Georgia State University,3.75
Emory Saint Joseph’S Hospital,2020-10-12,0443098,16650,2020-10-12,Ambulatory Setting,30.0,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23528,Georgia State University,3.75
Emory University Hospital,2020-08-06,2185028,16651,2020-08-03,General Medical Inpatient Unit,34.0,Female,Ba In Nursing,3.5 And Above,,,No,,Yes,2021-08-08,1.01369863,Compensation/Pay,23529,Georgia State University,3.75
Emory University Hospital Midtown,2020-08-01,0442199,16652,2020-08-02,Mother/Baby Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23530,Georgia State University,3.75
Emory University Hospital Midtown,2020-08-01,0442442,16653,2020-08-10,General Surgical Inpatient Unit,23.0,Other,Ba In Nursing,3.0 - 3.49,,,No,,Yes,2021-10-30,1.221917808,Travel Nurse,23531,Georgia State University,3.25
Emory Decatur Hospital,2020-07-21,0442330,16654,2020-08-03,Telemetry Unit,22.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23532,Georgia State University,3.75
Emory Johns Creek Hospital,2020-07-13,0442202,16655,2020-07-20,Medical/Surgical Icu Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2023-07-19,2.997260274,Other/Unknown,23533,Georgia State University,3.25
Emory Johns Creek Hospital,2020-07-13,0442203,16656,2020-06-22,Oncology Inpatient Unit,20.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2023-03-17,2.734246575,Obtained Position Representing A Different Job Experience,23534,Georgia State University,3.75
Emory Saint Joseph’S Hospital,2020-07-13,0442762,16657,2020-08-10,Cardiac/Heart/Vascular Critical Care,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23535,Georgia State University,3.75
Emory Johns Creek Hospital,2020-07-13,2278620,16658,2020-06-15,General Surgical Inpatient Unit,20.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-12-03,1.468493151,Relocating Out Of Area,23536,Georgia State University,3.75
Emory University Hospital Midtown,2020-10-30,0443323,16659,2020-10-26,General Medical Inpatient Unit,23.0,Male,Bsn,3.0 - 3.49,,,No,,Yes,2021-07-17,0.7232876712,Staffing Or Workload,23537,Georgia State University,3.25
Emory University Hospital,2020-05-01,0441414,16660,2020-04-13,Oncology Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-11-12,1.583561644,Unhappy With Job/Facility,23538,Georgia State University,3.75
Emory University Hospital Midtown,2020-04-01,0438066,16661,2020-03-30,Cardiac/Heart/Vascular Critical Care,31.0,Female,Bsn,3.5 And Above,,,No,,No,,,,23539,Georgia State University,3.75
Emory University Hospital Midtown,2020-04-01,0440632,16662,2020-03-30,Orthopedic Inpatient Unit,21.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-08-24,1.402739726,Relocating Out Of Area,23540,Georgia State University,3.75
